num_tasks,t_max,utilization,thm1,thm2,thm3,lo_tasks_list,hi_tasks_list
2,1,0.1043403590944574,True,True,True,"[Task(0, 183, 11, 11, 173, 173)]","[Task(1, 350, 13, 52, 489, 489)]"
2,1,0.1047619047619047,True,True,True,"[Task(0, 91, 13, 13, 116, 116)]","[Task(1, 210, 5, 14, 199, 199)]"
2,1,0.0958080906781317,True,True,True,"[Task(1, 215, 15, 15, 201, 201)]","[Task(0, 238, 9, 29, 404, 404)]"
2,1,0.0956077682923684,True,True,True,"[Task(1, 191, 13, 13, 267, 267)]","[Task(0, 406, 15, 50, 394, 394)]"
2,1,0.1001438923754377,True,True,True,"[Task(0, 191, 6, 6, 179, 179)]","[Task(1, 302, 24, 51, 416, 416)]"
3,1,0.1027373823781009,True,True,True,"[Task(1, 140, 5, 5, 127, 127), Task(2, 100, 5, 5, 295, 295)]","[Task(0, 167, 5, 20, 284, 284)]"
3,1,0.0993969298245614,True,True,True,"[Task(0, 285, 8, 8, 274, 274), Task(2, 160, 13, 13, 452, 452)]","[Task(1, 380, 10, 34, 480, 480)]"
2,1,0.0968735224586288,True,True,True,"[Task(0, 200, 17, 17, 200, 200)]","[Task(1, 423, 18, 46, 407, 407)]"
2,1,0.0982991681521093,True,True,True,"[Task(1, 459, 12, 12, 445, 445)]","[Task(0, 352, 20, 60, 431, 431)]"
2,1,0.1041554599246906,True,True,True,"[Task(0, 44, 5, 5, 283, 283)]","[Task(1, 338, 8, 32, 325, 325)]"
2,1,0.0951350941105039,True,True,True,"[Task(0, 122, 17, 17, 463, 463)]","[Task(1, 432, 9, 22, 417, 417)]"
4,1,0.1021609069546673,True,True,True,"[Task(1, 391, 5, 5, 499, 499), Task(2, 275, 7, 7, 411, 411), Task(3, 189, 23, 23, 240, 240)]","[Task(0, 383, 6, 17, 373, 373)]"
2,1,0.1040442094274107,True,True,True,"[Task(1, 139, 7, 7, 490, 490)]","[Task(0, 317, 23, 50, 308, 308)]"
2,1,0.0976882278335063,True,True,True,"[Task(0, 118, 7, 7, 216, 216)]","[Task(1, 441, 23, 60, 431, 431)]"
3,1,0.0952322595704948,True,True,True,"[Task(0, 476, 5, 5, 459, 459), Task(2, 315, 22, 22, 332, 332)]","[Task(1, 336, 11, 37, 365, 365)]"
2,1,0.1040123187774194,True,True,True,"[Task(1, 298, 22, 22, 289, 289)]","[Task(0, 462, 19, 62, 446, 446)]"
2,1,0.0974423502534447,True,True,True,"[Task(0, 276, 13, 13, 265, 265)]","[Task(1, 203, 11, 30, 453, 453)]"
2,1,0.0974226804123711,True,True,True,"[Task(0, 300, 10, 10, 289, 289)]","[Task(1, 291, 19, 47, 354, 354)]"
3,1,0.1018073616927485,True,True,True,"[Task(1, 65, 10, 10, 398, 398), Task(2, 455, 7, 7, 442, 442)]","[Task(0, 349, 6, 12, 410, 410)]"
2,1,0.1033238664509098,True,True,True,"[Task(1, 214, 17, 17, 449, 449)]","[Task(0, 283, 14, 36, 266, 266)]"
2,1,0.0995009264240033,True,True,True,"[Task(0, 169, 14, 14, 392, 392)]","[Task(1, 396, 12, 46, 382, 382)]"
2,1,0.1033173461231015,True,True,True,"[Task(0, 252, 14, 14, 241, 241)]","[Task(1, 278, 15, 42, 313, 313)]"
2,1,0.0959212461358384,True,True,True,"[Task(1, 233, 17, 17, 224, 224)]","[Task(0, 286, 11, 34, 273, 273)]"
4,1,0.0988243454553695,True,True,True,"[Task(0, 232, 14, 14, 219, 219), Task(1, 478, 24, 24, 481, 481), Task(2, 282, 5, 5, 391, 391)]","[Task(3, 346, 10, 24, 372, 372)]"
2,1,0.1028312361213915,True,True,True,"[Task(0, 140, 19, 19, 297, 297)]","[Task(1, 386, 7, 27, 370, 370)]"
2,1,0.1004073385079222,True,True,True,"[Task(0, 238, 16, 16, 315, 315)]","[Task(1, 262, 14, 35, 250, 250)]"
2,1,0.101153286966089,True,True,True,"[Task(0, 499, 8, 8, 483, 483)]","[Task(1, 204, 19, 38, 468, 468)]"
2,1,0.09946090617291,True,True,True,"[Task(0, 237, 22, 22, 285, 285)]","[Task(1, 443, 16, 47, 430, 430)]"
