num_tasks,t_max,utilization,thm1,thm2,thm3,lo_tasks_list,hi_tasks_list
4,1,0.2976780746647868,True,True,True,"[Task(1, 68, 11, 11, 129, 129), Task(2, 499, 18, 18, 495, 495), Task(3, 189, 8, 8, 355, 355)]","[Task(0, 183, 20, 65, 403, 403)]"
4,1,0.2995119511521585,True,True,True,"[Task(2, 109, 18, 18, 244, 244), Task(3, 104, 9, 9, 104, 104)]","[Task(0, 184, 14, 33, 181, 181), Task(1, 375, 20, 63, 471, 471)]"
6,1,0.2990806634165605,True,True,True,"[Task(2, 270, 8, 8, 406, 406), Task(3, 378, 11, 11, 446, 446), Task(5, 267, 23, 23, 473, 473)]","[Task(0, 254, 22, 49, 293, 293), Task(1, 433, 7, 27, 430, 430), Task(4, 101, 9, 20, 139, 139)]"
4,1,0.3020127282797405,True,True,True,"[Task(0, 214, 22, 22, 348, 348), Task(3, 197, 13, 13, 462, 462)]","[Task(1, 189, 9, 20, 323, 323), Task(2, 85, 11, 28, 82, 82)]"
2,1,0.3018207282913165,True,True,True,"[Task(0, 336, 20, 20, 333, 333)]","[Task(1, 68, 17, 37, 165, 165)]"
3,1,0.2967922598386907,True,True,True,"[Task(0, 309, 12, 12, 305, 305), Task(1, 193, 17, 17, 333, 333)]","[Task(2, 30, 5, 14, 302, 302)]"
6,1,0.2987196660321728,True,True,True,"[Task(0, 301, 11, 11, 314, 314), Task(1, 251, 14, 14, 253, 253), Task(3, 174, 19, 19, 171, 171), Task(4, 221, 9, 9, 491, 491)]","[Task(2, 70, 9, 19, 162, 162), Task(5, 382, 16, 32, 384, 384)]"
4,1,0.3003682768893126,True,True,True,"[Task(1, 126, 19, 19, 349, 349), Task(3, 265, 6, 6, 453, 453)]","[Task(0, 145, 12, 41, 261, 261), Task(2, 339, 18, 49, 336, 336)]"
2,1,0.3022727272727273,True,True,True,"[Task(0, 88, 18, 18, 85, 85)]","[Task(1, 95, 11, 38, 440, 440)]"
4,1,0.3011760760966353,True,True,True,"[Task(1, 172, 18, 18, 459, 459), Task(2, 47, 15, 15, 430, 430)]","[Task(0, 187, 7, 21, 183, 183), Task(3, 483, 10, 32, 481, 481)]"
