num_tasks,t_max,utilization,thm1,thm2,thm3,lo_tasks_list,hi_tasks_list
3,1,0.1999492377541158,True,True,True,"[Task(0, 246, 13, 13, 376, 376)]","[Task(1, 110, 6, 14, 104, 104), Task(2, 91, 9, 20, 301, 301)]"
2,1,0.1970149253731343,True,True,True,"[Task(0, 30, 6, 6, 23, 23)]","[Task(1, 201, 10, 39, 465, 465)]"
3,1,0.1980359553143218,True,True,True,"[Task(0, 150, 8, 8, 142, 142), Task(2, 477, 23, 23, 494, 494)]","[Task(1, 146, 16, 43, 484, 484)]"
3,1,0.1978852524312917,True,True,True,"[Task(0, 403, 21, 21, 462, 462)]","[Task(1, 221, 8, 31, 457, 457), Task(2, 472, 24, 96, 466, 466)]"
3,1,0.2039384447746144,True,True,True,"[Task(1, 264, 9, 9, 446, 446)]","[Task(0, 173, 5, 19, 168, 168), Task(2, 197, 24, 52, 367, 367)]"
4,1,0.2012418873080559,True,True,True,"[Task(0, 200, 21, 21, 372, 372), Task(3, 142, 15, 15, 371, 371)]","[Task(1, 360, 16, 38, 356, 356), Task(2, 197, 7, 17, 218, 218)]"
3,1,0.1956415866572622,True,True,True,"[Task(0, 166, 8, 8, 270, 270), Task(2, 186, 11, 11, 470, 470)]","[Task(1, 162, 12, 46, 156, 156)]"
3,1,0.1958966677576594,True,True,True,"[Task(0, 226, 12, 12, 398, 398)]","[Task(1, 358, 22, 85, 446, 446), Task(2, 395, 10, 40, 387, 387)]"
4,1,0.2048486668939323,True,True,True,"[Task(0, 98, 5, 5, 103, 103), Task(1, 310, 10, 10, 304, 304), Task(2, 335, 24, 24, 340, 340)]","[Task(3, 157, 11, 40, 499, 499)]"
4,1,0.2037222693145336,True,True,True,"[Task(0, 73, 18, 18, 461, 461)]","[Task(1, 378, 15, 39, 413, 413), Task(2, 495, 5, 14, 488, 488), Task(3, 442, 5, 13, 451, 451)]"
2,1,0.2037853107344632,True,True,True,"[Task(1, 295, 16, 16, 377, 377)]","[Task(0, 150, 22, 53, 145, 145)]"
