num_tasks,t_max,utilization,thm1,thm2,thm3,lo_tasks_list,hi_tasks_list
4,2,0.700210598789057,True,True,True,"[Task(0, 354, 21, 21, 354, 354), Task(2, 90, 23, 23, 217, 217)]","[Task(1, 155, 7, 19, 154, 154), Task(3, 54, 17, 52, 486, 486)]"
5,4,0.7031064592339247,True,True,True,"[Task(0, 56, 7, 7, 54, 54)]","[Task(1, 83, 14, 38, 258, 258), Task(2, 356, 12, 28, 363, 363), Task(3, 276, 19, 55, 380, 380), Task(4, 77, 20, 42, 275, 275)]"
4,4,0.6973910806668829,True,True,True,"[Task(3, 306, 23, 23, 304, 304)]","[Task(0, 126, 12, 42, 189, 189), Task(1, 227, 15, 44, 228, 228), Task(2, 53, 14, 42, 418, 418)]"
6,4,0.7005105742259596,True,True,True,"[Task(2, 225, 8, 8, 435, 435), Task(5, 430, 19, 19, 498, 498)]","[Task(0, 77, 6, 23, 137, 137), Task(1, 253, 6, 22, 280, 280), Task(3, 234, 11, 34, 435, 435), Task(4, 62, 24, 49, 60, 60)]"
7,7,0.7046024950044789,True,True,True,"[Task(0, 104, 24, 24, 328, 328), Task(5, 498, 7, 7, 495, 495), Task(6, 329, 22, 22, 410, 410)]","[Task(1, 311, 12, 42, 472, 472), Task(2, 325, 15, 39, 440, 440), Task(3, 67, 20, 42, 325, 325), Task(4, 218, 16, 47, 374, 374)]"
6,7,0.7006593598826609,True,True,True,"[Task(0, 103, 14, 14, 128, 128), Task(2, 412, 7, 7, 409, 409)]","[Task(1, 148, 16, 47, 405, 405), Task(3, 65, 11, 26, 271, 271), Task(4, 78, 7, 27, 396, 396), Task(5, 222, 17, 41, 473, 473)]"
4,7,0.7022197936702219,True,True,True,"[Task(3, 175, 18, 18, 390, 390)]","[Task(0, 228, 8, 17, 225, 225), Task(1, 43, 8, 20, 132, 132), Task(2, 42, 15, 32, 268, 268)]"
5,7,0.7001232040872108,True,True,True,"[Task(0, 105, 16, 16, 447, 447), Task(3, 336, 8, 8, 333, 333), Task(4, 85, 11, 11, 247, 247)]","[Task(1, 58, 10, 24, 98, 98), Task(2, 94, 16, 64, 262, 262)]"
5,9,0.704216384922808,True,True,True,"[Task(0, 57, 14, 14, 389, 389), Task(2, 209, 16, 16, 414, 414), Task(3, 68, 18, 18, 127, 127), Task(4, 31, 17, 17, 112, 112)]","[Task(1, 205, 17, 56, 201, 201)]"
3,9,0.696750658014799,True,True,True,"[Task(2, 263, 15, 15, 347, 347)]","[Task(0, 141, 17, 54, 183, 183), Task(1, 86, 22, 82, 82, 82)]"
5,11,0.7022150727658578,True,True,True,"[Task(0, 23, 6, 6, 18, 18), Task(1, 138, 16, 16, 446, 446), Task(3, 57, 16, 16, 140, 140), Task(4, 57, 20, 20, 103, 103)]","[Task(2, 202, 20, 80, 446, 446)]"
4,13,0.697057044079516,True,True,True,"[Task(0, 5, 5, 5, 457, 457), Task(2, 445, 21, 21, 492, 492)]","[Task(1, 200, 16, 54, 194, 194), Task(3, 416, 11, 32, 445, 445)]"
4,14,0.7048980266798587,True,True,True,"[Task(0, 179, 12, 12, 437, 437)]","[Task(1, 48, 10, 25, 377, 377), Task(2, 368, 11, 29, 362, 362), Task(3, 109, 24, 81, 250, 250)]"
7,16,0.7041990188277232,True,True,True,"[Task(0, 172, 14, 14, 209, 209), Task(1, 110, 10, 10, 110, 110), Task(3, 218, 17, 17, 393, 393), Task(4, 252, 23, 23, 408, 408), Task(5, 50, 19, 19, 43, 43), Task(6, 190, 7, 7, 274, 274)]","[Task(2, 20, 5, 13, 321, 321)]"
4,16,0.6978991398418121,True,True,True,"[Task(1, 21, 12, 12, 313, 313)]","[Task(0, 94, 15, 32, 316, 316), Task(2, 451, 21, 75, 444, 444), Task(3, 255, 21, 81, 257, 257)]"
5,18,0.7006218494767551,True,True,True,"[Task(1, 409, 24, 24, 429, 429), Task(4, 135, 18, 18, 200, 200)]","[Task(0, 268, 7, 15, 329, 329), Task(2, 106, 19, 46, 98, 98), Task(3, 57, 11, 41, 224, 224)]"
3,18,0.697194881341971,True,True,True,"[Task(2, 31, 23, 23, 23, 23)]","[Task(0, 161, 23, 62, 228, 228), Task(1, 288, 20, 77, 413, 413)]"
5,20,0.696631143833666,True,True,True,"[Task(1, 449, 5, 5, 482, 482), Task(2, 26, 8, 8, 17, 17), Task(4, 81, 5, 5, 438, 438)]","[Task(0, 98, 22, 67, 190, 190), Task(3, 155, 13, 51, 485, 485)]"
6,21,0.7022868308877785,True,True,True,"[Task(0, 147, 12, 12, 314, 314), Task(1, 137, 6, 6, 357, 357), Task(2, 242, 23, 23, 327, 327)]","[Task(3, 211, 10, 37, 243, 243), Task(4, 430, 7, 14, 421, 421), Task(5, 42, 11, 41, 498, 498)]"
8,22,0.6950964659001428,True,True,True,"[Task(2, 389, 5, 5, 379, 379), Task(6, 37, 11, 11, 202, 202)]","[Task(0, 166, 11, 39, 266, 266), Task(1, 98, 10, 34, 341, 341), Task(3, 251, 11, 33, 356, 356), Task(4, 194, 10, 31, 312, 312), Task(5, 270, 8, 23, 338, 338), Task(7, 304, 16, 37, 349, 349)]"
5,23,0.7030695412288794,True,True,True,"[Task(2, 178, 15, 15, 280, 280), Task(3, 99, 17, 17, 426, 426)]","[Task(0, 394, 19, 49, 384, 384), Task(1, 274, 20, 43, 352, 352), Task(4, 61, 19, 53, 413, 413)]"
3,23,0.699342685307639,True,True,True,"[Task(2, 158, 5, 5, 376, 376)]","[Task(0, 120, 24, 53, 110, 110), Task(1, 67, 19, 62, 266, 266)]"
4,23,0.6970593784744863,True,True,True,"[Task(3, 290, 23, 23, 280, 280)]","[Task(0, 127, 24, 95, 201, 201), Task(1, 274, 14, 29, 449, 449), Task(2, 128, 17, 59, 120, 120)]"
3,25,0.7010480635388521,True,True,True,"[Task(0, 45, 17, 17, 309, 309), Task(2, 354, 24, 24, 343, 343)]","[Task(1, 46, 15, 44, 500, 500)]"
4,25,0.696093569768685,True,True,True,"[Task(1, 49, 19, 19, 470, 470), Task(2, 216, 15, 15, 486, 486)]","[Task(0, 248, 16, 64, 237, 237), Task(3, 65, 11, 44, 420, 420)]"
8,27,0.6963697502791625,True,True,True,"[Task(2, 79, 22, 22, 482, 482), Task(3, 476, 10, 10, 464, 464), Task(4, 320, 7, 7, 492, 492), Task(5, 159, 23, 23, 302, 302)]","[Task(0, 387, 11, 40, 479, 479), Task(1, 117, 5, 14, 117, 117), Task(6, 135, 15, 50, 480, 480), Task(7, 216, 23, 72, 430, 430)]"
4,27,0.6976515116261033,True,True,True,"[Task(0, 195, 10, 10, 183, 183), Task(1, 19, 16, 16, 259, 259), Task(2, 207, 23, 23, 286, 286)]","[Task(3, 174, 18, 68, 338, 338)]"
8,27,0.6950438684376228,True,True,True,"[Task(1, 86, 5, 5, 155, 155), Task(3, 452, 19, 19, 440, 440)]","[Task(0, 287, 23, 88, 300, 300), Task(2, 245, 17, 60, 298, 298), Task(4, 113, 6, 21, 495, 495), Task(5, 108, 5, 16, 194, 194), Task(6, 216, 18, 47, 459, 459), Task(7, 91, 7, 17, 453, 453)]"
7,27,0.6950683754931151,True,True,True,"[Task(0, 396, 7, 7, 384, 384), Task(1, 102, 7, 7, 153, 153), Task(2, 21, 14, 14, 458, 458), Task(4, 232, 23, 23, 443, 443), Task(6, 400, 15, 15, 489, 489)]","[Task(3, 318, 20, 64, 345, 345), Task(5, 137, 11, 41, 182, 182)]"
6,28,0.7027351689967711,True,True,True,"[Task(0, 45, 14, 14, 118, 118), Task(1, 400, 8, 8, 388, 388), Task(2, 395, 13, 13, 420, 420), Task(3, 52, 9, 9, 359, 359)]","[Task(4, 188, 18, 44, 286, 286), Task(5, 134, 22, 85, 207, 207)]"
6,28,0.7037541254963533,True,True,True,"[Task(1, 167, 13, 13, 368, 368), Task(4, 237, 11, 11, 225, 225), Task(5, 188, 15, 15, 372, 372)]","[Task(0, 154, 20, 64, 231, 231), Task(2, 45, 10, 30, 279, 279), Task(3, 297, 9, 36, 295, 295)]"
7,29,0.6954074111478254,True,True,True,"[Task(0, 39, 14, 14, 210, 210), Task(4, 196, 14, 14, 216, 216)]","[Task(1, 256, 19, 67, 249, 249), Task(2, 204, 15, 35, 425, 425), Task(3, 278, 9, 23, 287, 287), Task(5, 498, 20, 65, 485, 485), Task(6, 137, 20, 43, 266, 266)]"
7,29,0.6970757862393493,True,True,True,"[Task(1, 271, 6, 6, 300, 300), Task(3, 25, 19, 19, 191, 191), Task(4, 128, 19, 19, 398, 398), Task(5, 366, 19, 19, 400, 400), Task(6, 218, 5, 5, 457, 457)]","[Task(0, 499, 6, 19, 486, 486), Task(2, 154, 14, 54, 188, 188)]"
6,30,0.6993733316589236,True,True,True,"[Task(4, 104, 10, 10, 349, 349)]","[Task(0, 328, 19, 44, 317, 317), Task(1, 162, 18, 58, 149, 149), Task(2, 337, 13, 51, 477, 477), Task(3, 218, 10, 37, 220, 220), Task(5, 94, 14, 46, 205, 205)]"
5,31,0.6951647152860508,True,True,True,"[Task(1, 164, 6, 6, 199, 199), Task(4, 423, 10, 10, 409, 409)]","[Task(0, 345, 21, 63, 490, 490), Task(2, 52, 12, 32, 120, 120), Task(3, 109, 19, 58, 229, 229)]"
5,32,0.6976907923597092,True,True,True,"[Task(3, 107, 14, 14, 362, 362), Task(4, 75, 17, 17, 337, 337)]","[Task(0, 160, 24, 91, 299, 299), Task(1, 226, 12, 34, 212, 212), Task(2, 182, 22, 58, 464, 464)]"
4,33,0.704414012183376,True,True,True,"[Task(0, 397, 16, 16, 383, 383), Task(1, 38, 23, 23, 119, 119)]","[Task(2, 116, 16, 35, 340, 340), Task(3, 52, 9, 24, 465, 465)]"
6,35,0.7034146416381974,True,True,True,"[Task(1, 125, 17, 17, 306, 306), Task(2, 115, 12, 12, 405, 405)]","[Task(0, 102, 6, 24, 414, 414), Task(3, 340, 21, 71, 325, 325), Task(4, 172, 11, 30, 339, 339), Task(5, 73, 15, 40, 291, 291)]"
8,38,0.69580817483843,True,True,True,"[Task(2, 239, 19, 19, 248, 248), Task(3, 47, 5, 5, 30, 30), Task(5, 177, 13, 13, 322, 322), Task(7, 252, 8, 8, 308, 308)]","[Task(0, 339, 6, 15, 339, 339), Task(1, 62, 11, 33, 316, 316), Task(4, 137, 11, 34, 396, 396), Task(6, 58, 6, 16, 107, 107)]"
10,39,0.7000386192285369,True,True,True,"[Task(3, 291, 15, 15, 355, 355), Task(4, 67, 19, 19, 466, 466), Task(7, 403, 8, 8, 491, 491), Task(8, 185, 12, 12, 362, 362), Task(9, 104, 10, 10, 412, 412)]","[Task(0, 342, 17, 41, 422, 422), Task(1, 86, 6, 21, 296, 296), Task(2, 412, 9, 28, 478, 478), Task(5, 169, 7, 19, 152, 152), Task(6, 53, 9, 18, 292, 292)]"
7,42,0.7019703483613381,True,True,True,"[Task(1, 332, 14, 14, 418, 418), Task(3, 466, 12, 12, 448, 448), Task(4, 142, 20, 20, 350, 350), Task(6, 140, 23, 23, 253, 253)]","[Task(0, 327, 18, 47, 477, 477), Task(2, 203, 18, 61, 430, 430), Task(5, 75, 14, 44, 77, 77)]"
4,42,0.7000473484848485,True,True,True,"[Task(1, 64, 13, 13, 46, 46), Task(3, 96, 8, 8, 221, 221)]","[Task(0, 144, 17, 60, 391, 391), Task(2, 99, 19, 69, 445, 445)]"
8,42,0.7044938754774783,True,True,True,"[Task(0, 391, 22, 22, 373, 373), Task(3, 305, 6, 6, 493, 493), Task(6, 88, 11, 11, 97, 97)]","[Task(1, 117, 11, 28, 142, 142), Task(2, 258, 20, 79, 410, 410), Task(4, 153, 9, 19, 452, 452), Task(5, 187, 23, 52, 344, 344), Task(7, 146, 10, 38, 437, 437)]"
7,43,0.6959352733529689,True,True,True,"[Task(0, 234, 11, 11, 215, 215), Task(1, 130, 15, 15, 350, 350), Task(3, 71, 7, 7, 495, 495), Task(4, 446, 24, 24, 491, 491)]","[Task(2, 224, 22, 47, 396, 396), Task(5, 70, 12, 48, 78, 78), Task(6, 325, 16, 59, 347, 347)]"
6,43,0.69791790487582,True,True,True,"[Task(0, 164, 5, 5, 262, 262), Task(3, 32, 10, 10, 395, 395)]","[Task(1, 245, 16, 41, 299, 299), Task(2, 201, 20, 66, 268, 268), Task(4, 105, 12, 36, 238, 238), Task(5, 336, 21, 72, 317, 317)]"
7,43,0.6964550680066433,True,True,True,"[Task(1, 168, 7, 7, 268, 268), Task(4, 383, 11, 11, 364, 364)]","[Task(0, 183, 23, 82, 299, 299), Task(2, 162, 15, 33, 193, 193), Task(3, 287, 8, 28, 488, 488), Task(5, 123, 21, 50, 427, 427), Task(6, 144, 10, 24, 471, 471)]"
4,43,0.6957150336454359,True,True,True,"[Task(1, 121, 6, 6, 102, 102)]","[Task(0, 345, 24, 54, 395, 395), Task(2, 97, 15, 48, 311, 311), Task(3, 126, 23, 87, 342, 342)]"
8,43,0.6958515705583108,True,True,True,"[Task(1, 122, 24, 24, 152, 152), Task(3, 138, 9, 9, 479, 479), Task(4, 180, 10, 10, 366, 366), Task(6, 411, 12, 12, 392, 392), Task(7, 260, 22, 22, 357, 357)]","[Task(0, 57, 6, 24, 148, 148), Task(2, 168, 6, 23, 394, 394), Task(5, 164, 24, 66, 349, 349)]"
4,43,0.6983379923626247,True,True,True,"[Task(1, 221, 21, 21, 225, 225)]","[Task(0, 38, 10, 37, 109, 109), Task(2, 181, 17, 46, 365, 365), Task(3, 447, 16, 33, 428, 428)]"
8,46,0.6977909101893784,True,True,True,"[Task(3, 332, 14, 14, 361, 361), Task(6, 393, 15, 15, 391, 391), Task(7, 383, 15, 15, 424, 424)]","[Task(0, 268, 21, 82, 270, 270), Task(1, 215, 12, 24, 340, 340), Task(2, 146, 8, 32, 284, 284), Task(4, 128, 21, 62, 133, 133), Task(5, 284, 12, 44, 264, 264)]"
6,46,0.6977591382502037,True,True,True,"[Task(1, 347, 22, 22, 468, 468), Task(5, 272, 24, 24, 435, 435)]","[Task(0, 433, 12, 35, 500, 500), Task(2, 163, 23, 62, 341, 341), Task(3, 94, 22, 60, 74, 74), Task(4, 374, 24, 54, 467, 467)]"
