num_tasks,t_max,utilization,thm1,thm2,thm3,lo_tasks_list,hi_tasks_list
3,1,0.603503018958862,True,True,True,"[Task(2, 307, 5, 5, 306, 306)]","[Task(0, 89, 10, 32, 371, 371), Task(1, 77, 22, 64, 96, 96)]"
4,1,0.597927550094114,True,True,True,"[Task(0, 47, 23, 23, 136, 136), Task(1, 354, 9, 9, 360, 360)]","[Task(2, 294, 17, 36, 435, 435), Task(3, 145, 24, 81, 144, 144)]"
5,1,0.5964171818500179,True,True,True,"[Task(0, 164, 21, 21, 254, 254), Task(1, 108, 14, 14, 371, 371), Task(2, 102, 20, 20, 273, 273), Task(4, 249, 13, 13, 421, 421)]","[Task(3, 99, 21, 68, 98, 98)]"
4,2,0.5961898004864437,True,True,True,"[Task(3, 77, 15, 15, 75, 75)]","[Task(0, 257, 7, 22, 279, 279), Task(1, 354, 15, 39, 468, 468), Task(2, 111, 23, 89, 353, 353)]"
5,2,0.596566297703732,True,True,True,"[Task(0, 69, 6, 6, 67, 67), Task(2, 18, 6, 6, 89, 89), Task(3, 304, 16, 16, 327, 327)]","[Task(1, 78, 13, 47, 220, 220), Task(4, 306, 14, 36, 333, 333)]"
2,2,0.5954166666666667,True,True,True,"[Task(1, 75, 19, 19, 79, 79)]","[Task(0, 64, 16, 60, 62, 62)]"
7,2,0.5973119245785851,True,True,True,"[Task(1, 32, 11, 11, 423, 423), Task(2, 111, 12, 12, 495, 495), Task(3, 133, 24, 24, 133, 133), Task(4, 113, 17, 17, 500, 500), Task(6, 237, 24, 24, 276, 276)]","[Task(0, 107, 7, 26, 105, 105), Task(5, 281, 7, 19, 290, 290)]"
6,4,0.604506475551863,True,True,True,"[Task(0, 234, 14, 14, 481, 481), Task(1, 92, 23, 23, 151, 151), Task(4, 71, 16, 16, 261, 261)]","[Task(2, 183, 24, 75, 267, 267), Task(3, 206, 13, 39, 203, 203), Task(5, 308, 8, 23, 422, 422)]"
4,4,0.5978216361976094,True,True,True,"[Task(1, 29, 12, 12, 82, 82), Task(3, 143, 5, 5, 257, 257)]","[Task(0, 124, 15, 48, 413, 413), Task(2, 189, 19, 68, 186, 186)]"
5,4,0.5967197934489344,True,True,True,"[Task(0, 103, 14, 14, 250, 250), Task(1, 320, 8, 8, 333, 333), Task(4, 219, 17, 17, 420, 420)]","[Task(2, 346, 19, 62, 343, 343), Task(3, 107, 24, 83, 449, 449)]"
5,7,0.6006106755548304,True,True,True,"[Task(2, 79, 18, 18, 380, 380)]","[Task(0, 410, 11, 41, 405, 405), Task(1, 135, 10, 23, 428, 428), Task(3, 221, 20, 75, 388, 388), Task(4, 77, 11, 28, 147, 147)]"
5,7,0.5989942343614408,True,True,True,"[Task(0, 173, 14, 14, 333, 333), Task(1, 393, 23, 23, 388, 388)]","[Task(2, 262, 13, 48, 414, 414), Task(3, 60, 17, 47, 283, 283), Task(4, 250, 8, 23, 283, 283)]"
4,7,0.6017254139318802,True,True,True,"[Task(0, 301, 24, 24, 305, 305), Task(2, 246, 22, 22, 241, 241)]","[Task(1, 105, 13, 33, 187, 187), Task(3, 50, 9, 36, 426, 426)]"
5,10,0.5972202105118708,True,True,True,"[Task(0, 269, 9, 9, 446, 446), Task(2, 103, 18, 18, 306, 306), Task(4, 134, 7, 7, 198, 198)]","[Task(1, 111, 12, 30, 104, 104), Task(3, 113, 20, 75, 465, 465)]"
4,10,0.5986550820950154,True,True,True,"[Task(0, 248, 23, 23, 462, 462), Task(1, 39, 14, 14, 205, 205)]","[Task(2, 87, 9, 32, 80, 80), Task(3, 90, 11, 34, 474, 474)]"
5,12,0.6002970788163186,True,True,True,"[Task(0, 97, 7, 7, 359, 359), Task(2, 77, 15, 15, 371, 371), Task(3, 133, 18, 18, 342, 342)]","[Task(1, 171, 24, 92, 490, 490), Task(4, 146, 17, 38, 138, 138)]"
4,12,0.6016434558589125,True,True,True,"[Task(2, 98, 23, 23, 117, 117), Task(3, 33, 18, 18, 25, 25)]","[Task(0, 183, 13, 38, 231, 231), Task(1, 297, 19, 64, 415, 415)]"
3,12,0.6003878268512415,True,True,True,"[Task(1, 74, 21, 21, 108, 108)]","[Task(0, 164, 6, 17, 156, 156), Task(2, 75, 24, 61, 201, 201)]"
8,13,0.5994787082134332,True,True,True,"[Task(1, 292, 22, 22, 435, 435), Task(2, 391, 23, 23, 382, 382), Task(3, 319, 10, 10, 399, 399), Task(4, 184, 23, 23, 348, 348), Task(5, 223, 24, 24, 306, 306), Task(6, 162, 5, 5, 187, 187), Task(7, 209, 14, 14, 487, 487)]","[Task(0, 101, 18, 71, 395, 395)]"
3,13,0.5954433595300468,True,True,True,"[Task(1, 323, 22, 22, 418, 418)]","[Task(0, 51, 12, 40, 355, 355), Task(2, 130, 11, 44, 121, 121)]"
5,13,0.602875602350865,True,True,True,"[Task(2, 171, 24, 24, 162, 162), Task(4, 188, 23, 23, 205, 205)]","[Task(0, 255, 24, 66, 481, 481), Task(1, 82, 13, 44, 332, 332), Task(3, 149, 6, 22, 419, 419)]"
5,13,0.5988990776490777,True,True,True,"[Task(2, 147, 14, 14, 228, 228), Task(4, 272, 17, 17, 444, 444)]","[Task(0, 333, 7, 20, 475, 475), Task(1, 90, 22, 45, 379, 379), Task(3, 75, 18, 36, 66, 66)]"
6,13,0.6042340387831281,True,True,True,"[Task(0, 240, 24, 24, 231, 231), Task(1, 40, 16, 16, 460, 460), Task(2, 197, 21, 21, 290, 290)]","[Task(3, 266, 21, 81, 308, 308), Task(4, 187, 14, 51, 339, 339), Task(5, 406, 5, 10, 414, 414)]"
4,13,0.5993541033434651,True,True,True,"[Task(0, 235, 19, 19, 332, 332), Task(2, 216, 9, 9, 385, 385)]","[Task(1, 371, 16, 53, 362, 362), Task(3, 75, 24, 70, 136, 136)]"
5,14,0.5958719772816272,True,True,True,"[Task(2, 55, 13, 13, 325, 325), Task(4, 98, 8, 8, 268, 268)]","[Task(0, 453, 22, 88, 443, 443), Task(1, 156, 21, 54, 464, 464), Task(3, 264, 22, 88, 318, 318)]"
3,14,0.5988596014751708,True,True,True,"[Task(1, 25, 22, 22, 314, 314)]","[Task(0, 266, 10, 39, 347, 347), Task(2, 263, 12, 45, 253, 253)]"
4,15,0.6015321334719455,True,True,True,"[Task(0, 256, 16, 16, 493, 493)]","[Task(1, 291, 19, 59, 497, 497), Task(2, 119, 18, 64, 109, 109), Task(3, 50, 9, 20, 492, 492)]"
9,16,0.6045434133564577,True,True,True,"[Task(1, 349, 7, 7, 338, 338), Task(2, 335, 12, 12, 420, 420), Task(4, 260, 11, 11, 272, 272), Task(6, 65, 24, 24, 468, 468), Task(7, 30, 6, 6, 259, 259), Task(8, 216, 20, 20, 302, 302)]","[Task(0, 352, 16, 43, 401, 401), Task(3, 94, 5, 17, 472, 472), Task(5, 178, 9, 26, 414, 414)]"
3,16,0.6009261045726413,True,True,True,"[Task(0, 40, 16, 16, 80, 80), Task(2, 71, 19, 19, 85, 85)]","[Task(1, 73, 16, 39, 62, 62)]"
6,16,0.598679870286045,True,True,True,"[Task(0, 191, 6, 6, 180, 180), Task(1, 177, 13, 13, 401, 401), Task(3, 348, 19, 19, 406, 406), Task(5, 118, 8, 8, 456, 456)]","[Task(2, 329, 10, 25, 458, 458), Task(4, 85, 24, 76, 108, 108)]"
7,16,0.6009522431867946,True,True,True,"[Task(1, 153, 8, 8, 454, 454), Task(2, 322, 14, 14, 409, 409), Task(5, 209, 13, 13, 205, 205)]","[Task(0, 252, 17, 48, 241, 241), Task(3, 372, 23, 74, 369, 369), Task(4, 151, 8, 21, 475, 475), Task(6, 97, 15, 50, 286, 286)]"
6,16,0.5980568538693596,True,True,True,"[Task(1, 262, 6, 6, 369, 369), Task(2, 155, 22, 22, 349, 349)]","[Task(0, 417, 12, 24, 406, 406), Task(3, 118, 9, 30, 197, 197), Task(4, 280, 16, 59, 285, 285), Task(5, 57, 14, 29, 450, 450)]"
4,16,0.5971110839816653,True,True,True,"[Task(0, 58, 21, 21, 47, 47), Task(3, 46, 23, 23, 125, 125)]","[Task(1, 156, 6, 12, 312, 312), Task(2, 239, 17, 61, 255, 255)]"
