num_tasks,t_max,utilization,thm1,thm2,thm3,lo_tasks_list,hi_tasks_list
4,71,0.7415784554869063,,,,"[Task(0, 71, 14, 14, 170, 170), Task(2, 96, 18, 18, 71, 71), Task(3, 111, 14, 14, 133, 133)]","[Task(1, 52, 12, 47, 399, 399)]"
6,2139,0.7435616195311688,,,,"[Task(0, 251, 17, 17, 376, 376)]","[Task(1, 33, 7, 28, 186, 186), Task(2, 1121, 23, 92, 383, 383), Task(3, 83, 13, 46, 256, 256), Task(4, 53, 13, 39, 75, 75), Task(5, 218, 9, 34, 108, 108)]"
5,372,0.7455577672337927,,,,"[Task(0, 178, 23, 23, 51, 51), Task(2, 81, 10, 10, 66, 66), Task(3, 95, 21, 21, 370, 370)]","[Task(1, 109, 22, 50, 168, 168), Task(4, 200, 14, 30, 223, 223)]"
6,1653,0.7403505073276999,,,,"[Task(1, 114, 20, 20, 42, 42), Task(2, 117, 21, 21, 144, 144), Task(4, 42, 10, 10, 265, 265), Task(5, 60, 5, 5, 213, 213)]","[Task(0, 659, 22, 53, 240, 240), Task(3, 784, 24, 51, 204, 204)]"
7,2253,0.7443496502093734,,,,"[Task(0, 493, 20, 20, 252, 252), Task(1, 250, 21, 21, 381, 381), Task(3, 40, 9, 9, 119, 119), Task(6, 830, 23, 23, 56, 56)]","[Task(2, 67, 12, 29, 143, 143), Task(4, 178, 9, 18, 73, 73), Task(5, 131, 18, 56, 130, 130)]"
5,197,0.7406834206552411,,,,"[Task(0, 168, 13, 13, 156, 156), Task(2, 127, 22, 22, 239, 239)]","[Task(1, 321, 16, 33, 252, 252), Task(3, 30, 7, 26, 383, 383), Task(4, 87, 18, 43, 216, 216)]"
8,1161,0.7476299926653633,,,,"[Task(2, 108, 19, 19, 98, 98), Task(4, 307, 14, 14, 333, 333), Task(5, 83, 6, 6, 273, 273), Task(7, 288, 22, 22, 73, 73)]","[Task(0, 641, 23, 81, 249, 249), Task(1, 301, 15, 50, 352, 352), Task(3, 94, 16, 38, 351, 351), Task(6, 107, 13, 45, 386, 386)]"
4,14,0.7479700854700855,,,,"[Task(0, 96, 14, 14, 91, 91), Task(1, 117, 22, 22, 277, 277), Task(3, 78, 18, 18, 208, 208)]","[Task(2, 60, 11, 31, 79, 79)]"
8,849,0.742301931284945,,,,"[Task(3, 152, 14, 14, 14, 14), Task(5, 35, 7, 7, 72, 72), Task(6, 232, 23, 23, 67, 67), Task(7, 91, 6, 6, 302, 302)]","[Task(0, 492, 16, 63, 197, 197), Task(1, 64, 9, 20, 195, 195), Task(2, 166, 11, 36, 292, 292), Task(4, 175, 8, 21, 335, 335)]"
6,709,0.7464401643052692,,,,"[Task(1, 134, 15, 15, 122, 122), Task(2, 75, 14, 14, 20, 20), Task(3, 92, 12, 12, 269, 269)]","[Task(0, 97, 10, 22, 387, 387), Task(4, 44, 7, 19, 343, 343), Task(5, 326, 18, 38, 85, 85)]"
6,174,0.7436534259787615,,,,"[Task(2, 93, 9, 9, 105, 105)]","[Task(0, 371, 17, 40, 345, 345), Task(1, 38, 6, 21, 256, 256), Task(3, 130, 12, 42, 70, 70), Task(4, 104, 18, 67, 249, 249), Task(5, 45, 8, 26, 50, 50)]"
5,915,0.7434258613248225,,,,"[Task(0, 59, 8, 8, 363, 363), Task(1, 109, 22, 22, 85, 85), Task(2, 60, 12, 12, 128, 128), Task(3, 370, 23, 23, 54, 54)]","[Task(4, 146, 21, 43, 311, 311)]"
5,112,0.7467880367132103,,,,"[Task(0, 217, 18, 18, 211, 211), Task(1, 87, 8, 8, 49, 49), Task(2, 128, 19, 19, 275, 275), Task(4, 56, 13, 13, 400, 400)]","[Task(3, 115, 22, 71, 369, 369)]"
6,673,0.744522910508711,,,,"[Task(0, 91, 19, 19, 296, 296), Task(4, 140, 21, 21, 221, 221)]","[Task(1, 51, 11, 42, 356, 356), Task(2, 457, 21, 81, 226, 226), Task(3, 456, 12, 40, 374, 374), Task(5, 225, 22, 50, 256, 256)]"
