num_tasks,t_max,utilization,thm1,thm2,thm3,lo_tasks_list,hi_tasks_list
7,10251,0.9675329462671011,,,,"[Task(0, 690, 21, 21, 346, 346), Task(1, 69, 12, 12, 35, 35), Task(2, 51, 8, 8, 125, 125)]","[Task(3, 47, 6, 17, 93, 93), Task(4, 65, 15, 33, 187, 187), Task(5, 33, 7, 17, 182, 182), Task(6, 615, 22, 84, 322, 322)]"
6,765,0.9695906543595569,,,,"[Task(2, 190, 13, 13, 282, 282), Task(5, 94, 15, 15, 350, 350)]","[Task(0, 174, 21, 61, 304, 304), Task(1, 75, 14, 48, 51, 51), Task(3, 43, 10, 25, 119, 119), Task(4, 119, 24, 49, 254, 254)]"
9,9270,0.9714945163674095,,,,"[Task(0, 330, 24, 24, 58, 58), Task(3, 140, 21, 21, 179, 179), Task(4, 363, 24, 24, 144, 144), Task(6, 68, 16, 16, 47, 47), Task(7, 146, 10, 10, 293, 293), Task(8, 155, 20, 20, 254, 254)]","[Task(1, 329, 14, 45, 389, 389), Task(2, 201, 22, 60, 222, 222), Task(5, 92, 9, 29, 367, 367)]"
8,26824,0.9684457693862324,,,,"[Task(0, 62, 8, 8, 66, 66), Task(1, 40, 7, 7, 381, 381), Task(2, 923, 22, 22, 49, 49), Task(3, 134, 21, 21, 386, 386), Task(5, 119, 22, 22, 165, 165), Task(7, 214, 10, 10, 189, 189)]","[Task(4, 234, 10, 26, 36, 36), Task(6, 105, 22, 79, 295, 295)]"
10,2088867,0.9729014132217801,,,,"[Task(3, 32, 5, 5, 195, 195), Task(4, 426, 14, 14, 36, 36), Task(9, 58567, 17, 17, 385, 385)]","[Task(0, 679, 18, 68, 188, 188), Task(1, 221, 24, 77, 254, 254), Task(2, 103, 23, 70, 165, 165), Task(5, 166, 24, 67, 142, 142), Task(6, 28, 5, 12, 112, 112), Task(7, 462, 16, 35, 104, 104), Task(8, 104, 7, 26, 266, 266)]"
8,139312,0.9678007467996678,,,,"[Task(1, 122, 15, 15, 350, 350), Task(3, 54, 10, 10, 63, 63), Task(5, 112, 21, 21, 94, 94), Task(6, 283, 12, 12, 137, 137)]","[Task(0, 186, 18, 38, 175, 175), Task(2, 120, 19, 60, 345, 345), Task(4, 81, 14, 35, 331, 331), Task(7, 4959, 9, 19, 324, 324)]"
9,12052,0.9722508133962791,,,,"[Task(0, 67, 13, 13, 376, 376), Task(1, 65, 14, 14, 205, 205), Task(2, 415, 23, 23, 207, 207), Task(4, 113, 11, 11, 284, 284), Task(6, 155, 16, 16, 325, 325), Task(7, 354, 17, 17, 116, 116), Task(8, 109, 7, 7, 378, 378)]","[Task(3, 426, 19, 66, 82, 82), Task(5, 60, 9, 25, 122, 122)]"
8,8548,0.9731342360874815,,,,"[Task(1, 29, 7, 7, 79, 79), Task(2, 87, 12, 12, 103, 103), Task(3, 35, 6, 6, 178, 178), Task(4, 149, 12, 12, 176, 176), Task(5, 140, 13, 13, 242, 242), Task(6, 200, 22, 22, 234, 234), Task(7, 565, 18, 18, 329, 329)]","[Task(0, 224, 24, 58, 384, 384)]"
8,6885,0.9705398301551628,,,,"[Task(1, 180, 18, 18, 22, 22), Task(2, 45, 11, 11, 218, 218), Task(3, 223, 18, 18, 50, 50), Task(5, 156, 13, 13, 54, 54), Task(6, 147, 17, 17, 304, 304)]","[Task(0, 112, 19, 50, 161, 161), Task(4, 84, 12, 28, 371, 371), Task(7, 590, 20, 69, 381, 381)]"
9,6278,0.9707775970937339,,,,"[Task(0, 183, 20, 20, 191, 191), Task(6, 173, 7, 7, 397, 397)]","[Task(1, 348, 16, 56, 159, 159), Task(2, 394, 21, 69, 354, 354), Task(3, 115, 14, 49, 91, 91), Task(4, 91, 22, 79, 139, 139), Task(5, 362, 20, 60, 377, 377), Task(7, 67, 9, 25, 114, 114), Task(8, 83, 14, 45, 369, 369)]"
8,4836,0.972258208047097,,,,"[Task(0, 121, 12, 12, 25, 25), Task(2, 197, 10, 10, 338, 338), Task(3, 65, 16, 16, 44, 44), Task(4, 36, 6, 6, 34, 34)]","[Task(1, 82, 14, 31, 64, 64), Task(5, 187, 19, 42, 49, 49), Task(6, 179, 10, 22, 336, 336), Task(7, 123, 10, 29, 178, 178)]"
9,8489,0.9689561119274609,,,,"[Task(1, 71, 16, 16, 158, 158), Task(4, 61, 11, 11, 239, 239), Task(6, 35, 5, 5, 390, 390), Task(8, 327, 23, 23, 81, 81)]","[Task(0, 555, 24, 69, 283, 283), Task(2, 192, 8, 20, 399, 399), Task(3, 137, 22, 64, 140, 140), Task(5, 450, 12, 32, 316, 316), Task(7, 154, 12, 41, 388, 388)]"
7,9201,0.9683248740282506,,,,"[Task(1, 87, 12, 12, 134, 134)]","[Task(0, 52, 11, 26, 204, 204), Task(2, 25, 5, 10, 155, 155), Task(3, 80, 10, 33, 153, 153), Task(4, 40, 9, 33, 195, 195), Task(5, 289, 13, 40, 188, 188), Task(6, 377, 9, 19, 76, 76)]"
