num_tasks,t_max,utilization,thm1,thm2,thm3,lo_tasks_list,hi_tasks_list
6,452,0.8465682564582169,,,,"[Task(0, 99, 13, 13, 44, 44), Task(2, 86, 20, 20, 46, 46), Task(3, 311, 20, 20, 229, 229), Task(4, 92, 19, 19, 228, 228), Task(5, 198, 12, 12, 191, 191)]","[Task(1, 119, 18, 70, 259, 259)]"
6,911,0.8443630628294874,,,,"[Task(1, 105, 7, 7, 175, 175), Task(2, 42, 10, 10, 353, 353), Task(3, 280, 17, 17, 112, 112), Task(4, 58, 6, 6, 191, 191)]","[Task(0, 114, 20, 56, 336, 336), Task(5, 65, 13, 46, 291, 291)]"
8,2432,0.844450686687457,,,,"[Task(0, 123, 13, 13, 75, 75), Task(1, 263, 22, 22, 244, 244), Task(2, 122, 21, 21, 253, 253), Task(3, 199, 13, 13, 329, 329), Task(4, 40, 6, 6, 116, 116), Task(5, 222, 20, 20, 192, 192)]","[Task(6, 52, 8, 18, 208, 208), Task(7, 506, 12, 47, 58, 58)]"
6,3033,0.8436725543018787,,,,"[Task(0, 119, 23, 23, 261, 261), Task(1, 113, 18, 18, 302, 302)]","[Task(2, 51, 12, 46, 111, 111), Task(3, 103, 17, 39, 259, 259), Task(4, 748, 19, 38, 186, 186), Task(5, 306, 20, 75, 285, 285)]"
7,509,0.8470406249731015,,,,"[Task(1, 82, 11, 11, 76, 76), Task(2, 102, 12, 12, 280, 280), Task(3, 204, 16, 16, 263, 263), Task(5, 52, 9, 9, 259, 259)]","[Task(0, 69, 12, 24, 235, 235), Task(4, 178, 18, 51, 86, 86), Task(6, 131, 9, 28, 62, 62)]"
9,275,0.8435911723477229,,,,"[Task(0, 53, 12, 12, 215, 215), Task(1, 145, 9, 9, 306, 306), Task(3, 189, 5, 5, 184, 184), Task(4, 96, 12, 12, 164, 164), Task(8, 84, 11, 11, 208, 208)]","[Task(2, 203, 17, 56, 392, 392), Task(5, 170, 9, 28, 160, 160), Task(6, 107, 5, 12, 284, 284), Task(7, 112, 10, 36, 61, 61)]"
10,1076,0.8486049117507747,,,,"[Task(0, 273, 8, 8, 318, 318), Task(1, 212, 15, 15, 160, 160), Task(2, 109, 15, 15, 306, 306), Task(3, 198, 22, 22, 287, 287), Task(5, 99, 18, 18, 307, 307), Task(6, 214, 12, 12, 22, 22), Task(7, 271, 11, 11, 388, 388), Task(9, 234, 17, 17, 102, 102)]","[Task(4, 184, 10, 32, 179, 179), Task(8, 159, 15, 37, 93, 93)]"
7,4992,0.8481240586084913,,,,"[Task(0, 61, 15, 15, 160, 160), Task(1, 124, 23, 23, 259, 259), Task(3, 82, 11, 11, 217, 217), Task(4, 45, 6, 6, 160, 160)]","[Task(2, 329, 20, 49, 218, 218), Task(5, 152, 11, 35, 114, 114), Task(6, 1118, 18, 53, 224, 224)]"
9,760,0.8454400667492706,,,,"[Task(1, 196, 13, 13, 57, 57), Task(2, 61, 8, 8, 213, 213), Task(4, 141, 13, 13, 369, 369), Task(5, 113, 15, 15, 96, 96), Task(6, 74, 10, 10, 20, 20), Task(7, 308, 20, 20, 191, 191), Task(8, 198, 17, 17, 164, 164)]","[Task(0, 137, 10, 25, 119, 119), Task(3, 78, 5, 14, 365, 365)]"
8,567,0.8477509879007573,,,,"[Task(4, 149, 5, 5, 376, 376), Task(5, 46, 7, 7, 261, 261), Task(6, 25, 6, 6, 167, 167), Task(7, 154, 19, 19, 52, 52)]","[Task(0, 155, 16, 36, 80, 80), Task(1, 148, 7, 22, 287, 287), Task(2, 57, 6, 20, 88, 88), Task(3, 140, 6, 15, 357, 357)]"
