num_tasks,t_max,utilization,thm1,thm2,thm3,lo_tasks_list,hi_tasks_list
6,1157,0.7958297380581704,,,,"[Task(1, 73, 11, 11, 244, 244), Task(2, 38, 9, 9, 250, 250), Task(4, 26, 6, 6, 14, 14)]","[Task(0, 165, 23, 68, 89, 89), Task(3, 502, 11, 29, 335, 335), Task(5, 493, 8, 26, 196, 196)]"
5,268,0.797674828163439,,,,"[Task(2, 135, 18, 18, 212, 212)]","[Task(0, 79, 16, 43, 232, 232), Task(1, 99, 23, 89, 397, 397), Task(3, 172, 20, 71, 232, 232), Task(4, 159, 18, 58, 91, 91)]"
7,11398,0.7947415013225596,,,,"[Task(0, 475, 24, 24, 246, 246), Task(1, 93, 20, 20, 292, 292), Task(3, 109, 21, 21, 100, 100), Task(4, 199, 16, 16, 292, 292), Task(5, 155, 19, 19, 363, 363), Task(6, 3065, 21, 21, 121, 121)]","[Task(2, 150, 19, 45, 99, 99)]"
5,224,0.7947754038330326,,,,"[Task(0, 39, 6, 6, 252, 252), Task(1, 58, 6, 6, 370, 370), Task(3, 72, 17, 17, 88, 88)]","[Task(2, 73, 17, 35, 69, 69), Task(4, 146, 10, 32, 88, 88)]"
5,248,0.7903390898240703,,,,"[Task(0, 174, 19, 19, 286, 286)]","[Task(1, 50, 11, 30, 221, 221), Task(2, 157, 21, 79, 91, 91), Task(3, 43, 10, 35, 245, 245), Task(4, 116, 11, 39, 114, 114)]"
7,666,0.7938889177567678,,,,"[Task(0, 139, 21, 21, 86, 86), Task(2, 108, 6, 6, 194, 194), Task(3, 44, 10, 10, 49, 49), Task(4, 54, 6, 6, 233, 233), Task(5, 210, 16, 16, 37, 37)]","[Task(1, 277, 13, 45, 240, 240), Task(6, 167, 21, 44, 167, 167)]"
8,1031,0.7981221558022547,,,,"[Task(0, 533, 20, 20, 272, 272), Task(3, 109, 24, 24, 118, 118), Task(4, 216, 23, 23, 281, 281), Task(6, 336, 22, 22, 108, 108), Task(7, 190, 21, 21, 69, 69)]","[Task(1, 148, 9, 22, 43, 43), Task(2, 191, 9, 28, 282, 282), Task(5, 140, 21, 83, 213, 213)]"
6,2243,0.7968302167640595,,,,"[Task(1, 85, 14, 14, 210, 210), Task(3, 197, 10, 10, 39, 39), Task(4, 110, 21, 21, 121, 121), Task(5, 665, 20, 20, 93, 93)]","[Task(0, 87, 16, 34, 340, 340), Task(2, 119, 21, 73, 221, 221)]"
5,334,0.7956312194445566,,,,"[Task(0, 148, 21, 21, 371, 371), Task(1, 176, 23, 23, 90, 90), Task(2, 101, 20, 20, 346, 346), Task(4, 78, 7, 7, 381, 381)]","[Task(3, 34, 8, 32, 395, 395)]"
6,136,0.7956892685218976,,,,"[Task(1, 148, 17, 17, 241, 241), Task(2, 76, 15, 15, 293, 293), Task(3, 162, 17, 17, 370, 370), Task(4, 105, 18, 18, 370, 370), Task(5, 274, 9, 9, 239, 239)]","[Task(0, 132, 23, 67, 316, 316)]"
6,11,0.7976959095806745,,,,"[Task(1, 57, 9, 9, 213, 213), Task(2, 190, 15, 15, 203, 203)]","[Task(0, 115, 17, 63, 148, 148), Task(3, 86, 15, 50, 232, 232), Task(4, 54, 9, 20, 51, 51), Task(5, 139, 10, 21, 235, 235)]"
9,159875,0.7947778774173854,,,,"[Task(0, 612, 22, 22, 67, 67), Task(3, 100, 22, 22, 27, 27), Task(6, 171, 6, 6, 36, 36), Task(7, 202, 24, 24, 317, 317), Task(8, 41571, 21, 21, 289, 289)]","[Task(1, 150, 15, 33, 190, 190), Task(2, 81, 10, 27, 358, 358), Task(4, 503, 15, 55, 310, 310), Task(5, 122, 16, 64, 330, 330)]"
7,1005,0.7946051921664256,,,,"[Task(0, 346, 24, 24, 101, 101), Task(3, 112, 19, 19, 271, 271), Task(4, 64, 14, 14, 366, 366), Task(6, 359, 14, 14, 360, 360)]","[Task(1, 186, 21, 44, 312, 312), Task(2, 353, 24, 58, 93, 93), Task(5, 171, 20, 53, 141, 141)]"
6,214,0.7959020445643823,,,,"[Task(0, 121, 24, 24, 371, 371), Task(4, 49, 5, 5, 134, 134)]","[Task(1, 49, 12, 34, 254, 254), Task(2, 250, 16, 44, 368, 368), Task(3, 99, 16, 38, 44, 44), Task(5, 320, 8, 25, 297, 297)]"
6,959,0.7933720228825145,,,,"[Task(2, 144, 19, 19, 384, 384), Task(3, 322, 20, 20, 72, 72)]","[Task(0, 49, 10, 29, 348, 348), Task(1, 96, 15, 50, 118, 118), Task(4, 192, 17, 39, 91, 91), Task(5, 113, 17, 38, 319, 319)]"
8,1210,0.7961481382796365,,,,"[Task(1, 252, 12, 12, 311, 311), Task(2, 79, 16, 16, 354, 354), Task(3, 150, 17, 17, 55, 55), Task(4, 432, 23, 23, 122, 122), Task(5, 78, 12, 12, 140, 140)]","[Task(0, 115, 12, 24, 230, 230), Task(6, 373, 24, 75, 134, 134), Task(7, 334, 19, 47, 246, 246)]"
6,368,0.793207949190098,,,,"[Task(0, 97, 8, 8, 368, 368), Task(3, 164, 24, 24, 68, 68), Task(4, 163, 15, 15, 371, 371), Task(5, 79, 10, 10, 341, 341)]","[Task(1, 87, 18, 63, 284, 284), Task(2, 36, 5, 10, 280, 280)]"
4,74,0.7886312433086626,,,,"[Task(1, 21, 5, 5, 356, 356), Task(2, 62, 13, 13, 296, 296)]","[Task(0, 88, 21, 63, 68, 68), Task(3, 225, 23, 49, 365, 365)]"
6,1922,0.7948776002261285,,,,"[Task(0, 599, 19, 19, 103, 103), Task(1, 94, 12, 12, 39, 39), Task(2, 55, 11, 11, 106, 106), Task(3, 114, 22, 22, 207, 207), Task(5, 184, 22, 22, 62, 62)]","[Task(4, 122, 15, 55, 131, 131)]"
7,1291,0.7940272121574549,,,,"[Task(0, 72, 9, 9, 333, 333), Task(3, 458, 13, 13, 229, 229), Task(6, 176, 22, 22, 75, 75)]","[Task(1, 45, 7, 15, 154, 154), Task(2, 442, 18, 37, 107, 107), Task(4, 145, 24, 52, 154, 154), Task(5, 65, 10, 29, 119, 119)]"
9,28049,0.7939837287515442,,,,"[Task(0, 171, 10, 10, 87, 87), Task(1, 793, 22, 22, 89, 89), Task(3, 256, 19, 19, 28, 28), Task(5, 57, 11, 11, 84, 84), Task(6, 181, 12, 12, 119, 119), Task(7, 88, 21, 21, 383, 383), Task(8, 7460, 17, 17, 182, 182)]","[Task(2, 53, 5, 13, 387, 387), Task(4, 564, 22, 88, 110, 110)]"
10,2229,0.7966714075707514,,,,"[Task(1, 142, 11, 11, 224, 224), Task(3, 283, 11, 11, 199, 199), Task(4, 51, 6, 6, 313, 313), Task(5, 139, 5, 5, 219, 219), Task(6, 252, 21, 21, 292, 292), Task(7, 51, 5, 5, 64, 64), Task(8, 262, 13, 13, 348, 348)]","[Task(0, 140, 9, 27, 199, 199), Task(2, 76, 15, 53, 147, 147), Task(9, 675, 23, 82, 106, 106)]"
6,920,0.793125637522148,,,,"[Task(0, 268, 17, 17, 28, 28), Task(2, 27, 6, 6, 347, 347), Task(5, 163, 18, 18, 307, 307)]","[Task(1, 107, 12, 32, 211, 211), Task(3, 72, 17, 39, 191, 191), Task(4, 205, 10, 28, 230, 230)]"
7,330,0.7935319508893321,,,,"[Task(3, 87, 5, 5, 324, 324), Task(4, 39, 9, 9, 58, 58), Task(5, 196, 9, 9, 117, 117)]","[Task(0, 124, 16, 57, 389, 389), Task(1, 187, 17, 43, 341, 341), Task(2, 39, 6, 17, 318, 318), Task(6, 222, 19, 49, 136, 136)]"
7,1976,0.7923278129924144,,,,"[Task(1, 700, 14, 14, 182, 182), Task(2, 26, 6, 6, 263, 263), Task(4, 371, 11, 11, 186, 186), Task(5, 66, 9, 9, 349, 349)]","[Task(0, 268, 12, 34, 96, 96), Task(3, 40, 9, 22, 394, 394), Task(6, 104, 11, 25, 322, 322)]"
8,1215,0.7952230654080663,,,,"[Task(1, 353, 14, 14, 71, 71), Task(4, 231, 20, 20, 353, 353)]","[Task(0, 367, 23, 55, 167, 167), Task(2, 21, 5, 17, 23, 23), Task(3, 345, 21, 68, 382, 382), Task(5, 37, 8, 26, 252, 252), Task(6, 288, 21, 52, 261, 261), Task(7, 549, 10, 35, 236, 236)]"
5,22,0.7927391706392743,,,,"[Task(1, 70, 11, 11, 351, 351), Task(2, 49, 10, 10, 104, 104), Task(3, 67, 13, 13, 120, 120), Task(4, 128, 13, 13, 241, 241)]","[Task(0, 103, 14, 55, 97, 97)]"
7,3113,0.7959782001095788,,,,"[Task(0, 109, 14, 14, 349, 349), Task(3, 830, 19, 19, 32, 32), Task(4, 79, 18, 18, 183, 183)]","[Task(1, 366, 20, 80, 151, 151), Task(2, 118, 18, 48, 395, 395), Task(5, 57, 6, 19, 296, 296), Task(6, 230, 24, 70, 185, 185)]"
6,2538,0.791400462228241,,,,"[Task(1, 89, 14, 14, 168, 168), Task(3, 162, 20, 20, 24, 24), Task(4, 236, 13, 13, 124, 124), Task(5, 1035, 23, 23, 366, 366)]","[Task(0, 25, 5, 13, 96, 96), Task(2, 30, 7, 19, 80, 80)]"
6,1079,0.7963880582941849,,,,"[Task(0, 119, 16, 16, 268, 268), Task(2, 144, 19, 19, 291, 291)]","[Task(1, 32, 5, 12, 307, 307), Task(3, 83, 14, 50, 265, 265), Task(4, 151, 23, 57, 276, 276), Task(5, 455, 24, 55, 179, 179)]"
7,237,0.7958487908075648,,,,"[Task(0, 250, 8, 8, 189, 189), Task(1, 81, 15, 15, 107, 107), Task(2, 339, 19, 19, 384, 384), Task(5, 82, 19, 19, 238, 238), Task(6, 176, 11, 11, 275, 275)]","[Task(3, 80, 11, 39, 243, 243), Task(4, 55, 5, 20, 80, 80)]"
7,3284,0.7930853721037634,,,,"[Task(1, 879, 22, 22, 22, 22), Task(4, 416, 11, 11, 30, 30), Task(5, 26, 5, 5, 383, 383)]","[Task(0, 105, 20, 54, 144, 144), Task(2, 50, 9, 35, 205, 205), Task(3, 210, 23, 49, 116, 116), Task(6, 202, 14, 38, 210, 210)]"
6,2170,0.7934874481405916,,,,"[Task(1, 83, 19, 19, 273, 273), Task(2, 296, 21, 21, 270, 270), Task(3, 43, 7, 7, 344, 344)]","[Task(0, 638, 20, 63, 73, 73), Task(4, 75, 9, 26, 341, 341), Task(5, 39, 7, 22, 214, 214)]"
6,3949,0.7891900106942854,,,,"[Task(1, 236, 15, 15, 118, 118), Task(3, 25, 5, 5, 339, 339)]","[Task(0, 42, 7, 23, 352, 352), Task(2, 46, 11, 24, 226, 226), Task(4, 235, 24, 49, 60, 60), Task(5, 1299, 23, 78, 244, 244)]"
8,2646,0.7953660242289403,,,,"[Task(1, 97, 21, 21, 26, 26), Task(2, 308, 14, 14, 362, 362), Task(3, 42, 5, 5, 378, 378), Task(4, 134, 22, 22, 284, 284), Task(5, 445, 13, 13, 400, 400), Task(7, 704, 21, 21, 23, 23)]","[Task(0, 140, 10, 32, 98, 98), Task(6, 142, 17, 67, 368, 368)]"
6,453,0.7936711865188423,,,,"[Task(4, 139, 11, 11, 21, 21), Task(5, 48, 10, 10, 200, 200)]","[Task(0, 64, 15, 52, 165, 165), Task(1, 354, 19, 43, 242, 242), Task(2, 130, 19, 53, 303, 303), Task(3, 125, 9, 36, 274, 274)]"
7,1997,0.7959462102819529,,,,"[Task(0, 56, 13, 13, 381, 381), Task(4, 104, 9, 9, 141, 141)]","[Task(1, 138, 17, 37, 65, 65), Task(2, 216, 10, 23, 97, 97), Task(3, 69, 13, 26, 136, 136), Task(5, 116, 10, 28, 83, 83), Task(6, 603, 20, 45, 91, 91)]"
9,5141,0.7964428685468401,,,,"[Task(0, 529, 24, 24, 311, 311), Task(1, 83, 17, 17, 269, 269), Task(2, 53, 5, 5, 33, 33), Task(4, 482, 15, 15, 365, 365), Task(5, 66, 16, 16, 278, 278), Task(6, 212, 16, 16, 127, 127), Task(7, 319, 17, 17, 83, 83), Task(8, 1563, 14, 14, 249, 249)]","[Task(3, 246, 10, 32, 301, 301)]"
5,101,0.7956600940259714,,,,"[Task(3, 131, 22, 22, 384, 384), Task(4, 278, 23, 23, 397, 397)]","[Task(0, 88, 11, 24, 193, 193), Task(1, 93, 19, 74, 96, 96), Task(2, 102, 22, 60, 76, 76)]"
6,562,0.7984932709435658,,,,"[Task(0, 355, 20, 20, 290, 290), Task(1, 71, 16, 16, 67, 67), Task(3, 67, 13, 13, 129, 129), Task(4, 48, 10, 10, 317, 317)]","[Task(2, 195, 16, 32, 53, 53), Task(5, 247, 8, 30, 373, 373)]"
5,33,0.7881541917855057,,,,"[Task(1, 45, 11, 11, 36, 36), Task(3, 38, 8, 8, 238, 238), Task(4, 237, 18, 18, 298, 298)]","[Task(0, 117, 16, 53, 358, 358), Task(2, 83, 10, 34, 172, 172)]"
6,38,0.7952614628697695,,,,"[Task(2, 327, 10, 10, 317, 317), Task(3, 56, 7, 7, 292, 292), Task(4, 133, 24, 24, 301, 301), Task(5, 77, 18, 18, 315, 315)]","[Task(0, 61, 9, 29, 393, 393), Task(1, 77, 6, 14, 236, 236)]"
6,1299,0.7901604180030422,,,,"[Task(0, 198, 18, 18, 121, 121)]","[Task(1, 42, 10, 30, 356, 356), Task(2, 215, 22, 61, 394, 394), Task(3, 134, 17, 68, 288, 288), Task(4, 36, 7, 20, 245, 245), Task(5, 613, 23, 84, 268, 268)]"
7,4435,0.795682248243482,,,,"[Task(0, 156, 12, 12, 162, 162), Task(2, 66, 12, 12, 96, 96), Task(5, 87, 14, 14, 371, 371)]","[Task(1, 160, 10, 22, 30, 30), Task(3, 138, 21, 42, 358, 358), Task(4, 73, 11, 29, 221, 221), Task(6, 1313, 14, 36, 174, 174)]"
7,251,0.7923036941784449,,,,"[Task(0, 110, 13, 13, 44, 44), Task(3, 325, 10, 10, 277, 277), Task(5, 286, 16, 16, 351, 351), Task(6, 109, 7, 7, 182, 182)]","[Task(1, 80, 16, 45, 168, 168), Task(2, 138, 17, 38, 247, 247), Task(4, 45, 9, 36, 330, 330)]"
9,1094,0.7980524225243444,,,,"[Task(2, 209, 11, 11, 327, 327), Task(3, 171, 14, 14, 37, 37), Task(5, 175, 10, 10, 109, 109), Task(6, 165, 11, 11, 131, 131), Task(7, 80, 14, 14, 31, 31), Task(8, 114, 10, 10, 223, 223)]","[Task(0, 212, 22, 68, 213, 213), Task(1, 181, 24, 61, 173, 173), Task(4, 492, 20, 40, 215, 215)]"
7,1436,0.7961196022557899,,,,"[Task(1, 179, 24, 24, 203, 203), Task(3, 693, 18, 18, 325, 325), Task(4, 161, 12, 12, 175, 175), Task(6, 132, 14, 14, 242, 242)]","[Task(0, 61, 15, 49, 344, 344), Task(2, 114, 19, 56, 65, 65), Task(5, 303, 13, 28, 179, 179)]"
9,3314,0.7977906785886147,,,,"[Task(2, 211, 11, 11, 294, 294), Task(7, 154, 24, 24, 142, 142)]","[Task(0, 203, 17, 60, 99, 99), Task(1, 397, 22, 53, 123, 123), Task(3, 212, 23, 86, 392, 392), Task(4, 98, 16, 33, 141, 141), Task(5, 350, 19, 53, 220, 220), Task(6, 102, 11, 24, 113, 113), Task(8, 1133, 19, 52, 293, 293)]"
9,3819,0.7946641299899303,,,,"[Task(0, 1029, 24, 24, 42, 42), Task(1, 109, 23, 23, 294, 294), Task(2, 503, 11, 11, 96, 96), Task(3, 47, 10, 10, 30, 30), Task(4, 107, 14, 14, 308, 308), Task(5, 148, 8, 8, 324, 324), Task(7, 72, 5, 5, 235, 235)]","[Task(6, 820, 20, 68, 278, 278), Task(8, 511, 24, 59, 76, 76)]"
5,1422,0.7913344637949137,,,,"[Task(0, 94, 22, 22, 277, 277), Task(2, 79, 17, 17, 208, 208), Task(3, 42, 9, 9, 80, 80)]","[Task(1, 159, 19, 75, 218, 218), Task(4, 601, 5, 13, 226, 226)]"
6,1131,0.7954926156526608,,,,"[Task(0, 133, 21, 21, 339, 339), Task(1, 88, 9, 9, 11, 11), Task(2, 83, 11, 11, 112, 112), Task(4, 63, 13, 13, 309, 309)]","[Task(3, 126, 19, 42, 149, 149), Task(5, 460, 21, 76, 169, 169)]"
5,7,0.7970078447771288,,,,"[Task(2, 104, 14, 14, 203, 203), Task(3, 89, 22, 22, 142, 142)]","[Task(0, 126, 17, 58, 174, 174), Task(1, 121, 17, 35, 119, 119), Task(4, 93, 13, 31, 145, 145)]"
7,342,0.7954160563992324,,,,"[Task(0, 341, 12, 12, 277, 277), Task(1, 123, 5, 5, 154, 154), Task(2, 88, 14, 14, 101, 101), Task(3, 115, 19, 19, 80, 80)]","[Task(4, 216, 17, 41, 128, 128), Task(5, 61, 13, 43, 50, 50), Task(6, 87, 9, 26, 89, 89)]"
8,16176,0.7975615127498495,,,,"[Task(0, 119, 20, 20, 128, 128), Task(1, 157, 22, 22, 217, 217), Task(2, 183, 22, 22, 90, 90), Task(3, 146, 18, 18, 263, 263), Task(4, 184, 21, 21, 220, 220), Task(7, 4478, 14, 14, 372, 372)]","[Task(5, 316, 18, 48, 263, 263), Task(6, 335, 24, 89, 133, 133)]"
8,843,0.7960990569996187,,,,"[Task(3, 106, 19, 19, 42, 42), Task(5, 373, 17, 17, 321, 321), Task(6, 137, 24, 24, 38, 38), Task(7, 272, 23, 23, 332, 332)]","[Task(0, 247, 9, 21, 31, 31), Task(1, 253, 19, 69, 371, 371), Task(2, 154, 14, 47, 73, 73), Task(4, 55, 6, 19, 372, 372)]"
7,2788,0.7979870565951309,,,,"[Task(2, 101, 17, 17, 88, 88), Task(3, 82, 17, 17, 171, 171), Task(6, 1089, 16, 16, 383, 383)]","[Task(0, 104, 24, 69, 366, 366), Task(1, 245, 6, 13, 178, 178), Task(4, 229, 12, 33, 177, 177), Task(5, 150, 15, 37, 48, 48)]"
6,451,0.7957073872534479,,,,[],"[Task(0, 267, 16, 55, 151, 151), Task(1, 86, 19, 47, 102, 102), Task(2, 178, 24, 62, 124, 124), Task(3, 217, 17, 64, 400, 400), Task(4, 36, 5, 18, 24, 24), Task(5, 129, 21, 56, 344, 344)]"
6,219,0.7911946912724719,,,,"[Task(0, 129, 24, 24, 353, 353), Task(1, 31, 6, 6, 35, 35), Task(2, 159, 8, 8, 343, 343), Task(4, 205, 22, 22, 147, 147)]","[Task(3, 56, 8, 27, 38, 38), Task(5, 45, 5, 19, 242, 242)]"
5,940,0.7960591307191961,,,,"[Task(0, 134, 16, 16, 327, 327), Task(1, 44, 10, 10, 257, 257), Task(3, 76, 14, 14, 313, 313)]","[Task(2, 103, 23, 87, 247, 247), Task(4, 406, 17, 45, 165, 165)]"
8,891,0.7963874109588343,,,,"[Task(0, 56, 12, 12, 385, 385), Task(3, 61, 8, 8, 102, 102), Task(4, 229, 22, 22, 131, 131), Task(7, 489, 17, 17, 261, 261)]","[Task(1, 81, 5, 10, 134, 134), Task(2, 208, 13, 31, 271, 271), Task(5, 91, 15, 44, 303, 303), Task(6, 161, 5, 15, 97, 97)]"
6,1059,0.7975270815239311,,,,"[Task(3, 45, 5, 5, 205, 205), Task(5, 206, 18, 18, 194, 194)]","[Task(0, 49, 7, 18, 203, 203), Task(1, 635, 15, 33, 366, 366), Task(2, 110, 22, 61, 269, 269), Task(4, 86, 20, 67, 170, 170)]"
7,741,0.7926378341833415,,,,"[Task(0, 208, 6, 6, 45, 45), Task(3, 222, 18, 18, 28, 28), Task(6, 54, 10, 10, 363, 363)]","[Task(1, 209, 21, 82, 165, 165), Task(2, 181, 20, 59, 141, 141), Task(4, 36, 7, 20, 163, 163), Task(5, 76, 7, 17, 75, 75)]"
9,1171,0.7950516962764647,,,,"[Task(0, 110, 10, 10, 71, 71), Task(1, 38, 6, 6, 203, 203), Task(3, 377, 16, 16, 185, 185), Task(4, 201, 24, 24, 78, 78), Task(5, 468, 13, 13, 166, 166), Task(8, 359, 17, 17, 82, 82)]","[Task(2, 203, 24, 50, 160, 160), Task(6, 236, 22, 74, 162, 162), Task(7, 92, 9, 28, 254, 254)]"
6,147,0.7949466814406685,,,,"[Task(2, 39, 8, 8, 63, 63), Task(3, 112, 15, 15, 244, 244), Task(4, 216, 18, 18, 297, 297), Task(5, 115, 13, 13, 249, 249)]","[Task(0, 94, 14, 46, 86, 86), Task(1, 208, 23, 69, 170, 170)]"
9,1853,0.7966864684519102,,,,"[Task(1, 135, 10, 10, 252, 252), Task(2, 708, 16, 16, 235, 235), Task(3, 622, 21, 21, 298, 298), Task(4, 235, 9, 9, 390, 390), Task(8, 113, 21, 21, 132, 132)]","[Task(0, 207, 19, 43, 104, 104), Task(5, 143, 13, 44, 292, 292), Task(6, 421, 19, 65, 115, 115), Task(7, 28, 6, 19, 252, 252)]"
7,1417,0.7965766715509977,,,,"[Task(5, 127, 15, 15, 318, 318)]","[Task(0, 112, 6, 20, 91, 91), Task(1, 120, 21, 80, 153, 153), Task(2, 56, 10, 28, 165, 165), Task(3, 41, 8, 29, 175, 175), Task(4, 181, 7, 24, 218, 218), Task(6, 453, 17, 59, 91, 91)]"
